state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp
Odisha,Dhenkanal,Hindol APMC,Cucumbar(Kheera),Cucumbar,Grade B,08/01/2026,5500.0,6000.0,5800.0,2026-01-09T01:50:05.861050
Tripura,Sepahijala,Jampuijala APMC,Onion,Other,Medium,08/01/2026,3900.0,4100.0,4000.0,2026-01-09T01:50:05.861050
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs) APMC,Fish,Katla(Big),FAQ,08/01/2026,15000.0,16000.0,15500.0,2026-01-09T01:50:05.861050
West Bengal,Sounth 24 Parganas,Diamond Harbour(South 24-pgs) APMC,Cucumbar(Kheera),Cucumbar,FAQ,08/01/2026,4500.0,4700.0,4600.0,2026-01-09T01:50:05.861050
West Bengal,Nadia,Ranaghat APMC,Green Chilli,Other,FAQ,08/01/2026,5800.0,6000.0,5900.0,2026-01-09T01:50:05.861050
West Bengal,Nadia,Ranaghat APMC,Potato,Jyoti,FAQ,08/01/2026,780.0,820.0,800.0,2026-01-09T01:50:05.861050
West Bengal,Nadia,Chakdah APMC,Potato,Jyoti,FAQ,08/01/2026,780.0,820.0,790.0,2026-01-09T01:50:05.861050
West Bengal,Bankura,Indus(Bankura Sadar) APMC,Brinjal,Brinjal,FAQ,08/01/2026,2800.0,3200.0,3000.0,2026-01-09T01:50:05.861050
West Bengal,Bankura,Indus(Bankura Sadar) APMC,Green Chilli,Green Chilly,FAQ,08/01/2026,5000.0,5600.0,5500.0,2026-01-09T01:50:05.861050
West Bengal,Medinipur(E),Kolaghat APMC,Tube Rose(Loose),Tube Rose (Loose),FAQ,08/01/2026,5500.0,6500.0,6000.0,2026-01-09T01:50:05.861050
West Bengal,Medinipur(E),Kolaghat APMC,Potato,Jyoti,FAQ,08/01/2026,1200.0,1300.0,1250.0,2026-01-09T01:50:05.861050
West Bengal,Birbhum,Sainthia APMC,Paddy(Common),Common,FAQ,08/01/2026,2371.0,2373.0,2372.0,2026-01-09T01:50:05.861050
Kerala,Thiruvananthapuram,Maranelloor VFPCK APMC,Banana,Robusta,Large,08/01/2026,2300.0,2700.0,2500.0,2026-01-09T01:50:05.861050
Kerala,Ernakulam,Mazhuvannur VFPCK APMC,Pineapple,Pine Apple,Grade A,08/01/2026,2200.0,3800.0,2500.0,2026-01-09T01:50:05.861050
Kerala,Thirssur,Pazhayannur VFPCK APMC,Cowpea(Veg),Cowpea (Veg),Grade A,08/01/2026,550000.0,650000.0,600000.0,2026-01-09T01:50:05.861050
Kerala,Palakad,Vithinasserri VFPCK APMC,Ridgeguard(Tori),Other,Grade A,08/01/2026,3800.0,4000.0,3900.0,2026-01-09T01:50:05.861050
Kerala,Palakad,Vithinasserri VFPCK APMC,Snakeguard,Snakeguard,Grade A,08/01/2026,1800.0,2000.0,1900.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Cauliflower,Ranchi,Local,08/01/2026,3500.0,4000.0,3750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Papaya,Papaya,Local,08/01/2026,2500.0,3000.0,2750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Ashgourd,Gouard,Local,08/01/2026,2500.0,3000.0,2750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Cucumbar(Kheera),Cucumbar,Local,08/01/2026,7000.0,8000.0,7500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Thondekai,Thondekai,Local,08/01/2026,6500.0,7000.0,6750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Capsicum,Capsicum,Local,08/01/2026,6500.0,7000.0,6750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Drumstick,Drumstick,Local,08/01/2026,7000.0,8000.0,7500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,08/01/2026,4000.0,4500.0,4250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Yam(Ratalu),Yam (Ratalu),Local,08/01/2026,6500.0,7000.0,6750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Namakkal,Tiruchengode APMC,Mashrooms,Mashrooms,Local,08/01/2026,4500.0,5000.0,4750.0,2026-01-09T01:50:05.861050
Punjab,Kapurthala,Bhulath (Nadala) APMC,Potato,Potato,Local,08/01/2026,600.0,700.0,650.0,2026-01-09T01:50:05.861050
Punjab,Kapurthala,Bhulath (Nadala) APMC,Raddish,Other,Local,08/01/2026,600.0,700.0,650.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thirunelveli,Ambasamudram APMC,Paddy(Common),Other,Local,08/01/2026,2400.0,2600.0,2500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Bitter gourd,Bitter Gourd,Local,08/01/2026,3600.0,4600.0,4100.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Amaranthus,Amaranthus,Local,08/01/2026,1500.0,2000.0,1750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Ginger(Green),Green Ginger,Local,08/01/2026,8000.0,8000.0,8000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Raddish,Raddish,Local,08/01/2026,2000.0,2000.0,2000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Tender Coconut,Tender Coconut,Local,08/01/2026,4000.0,4000.0,4000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Lime,Lime,Local,08/01/2026,4000.0,4000.0,4000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Yam(Ratalu),Yam (Ratalu),Local,08/01/2026,3500.0,3500.0,3500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Lemon,Lemon,Local,08/01/2026,6000.0,6000.0,6000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Thiruchirappalli,Thuraiyur APMC,Colacasia,Colacasia,Local,08/01/2026,3000.0,3000.0,3000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Brinjal,Round,Local,08/01/2026,3200.0,4200.0,3700.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Bottle gourd,Bottle Gourd,Local,08/01/2026,1800.0,2400.0,2100.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Pumpkin,Pumpkin,Local,08/01/2026,1600.0,2200.0,1900.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Bhindi(Ladies Finger),Bhindi,Local,08/01/2026,3400.0,4500.0,3950.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Ariyalur(Uzhavar Sandhai) APMC,Onion Green,Onion Green,Local,08/01/2026,4400.0,5200.0,4800.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Banana,Besrai,Local,08/01/2026,4000.0,5000.0,4500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Onion,Bellary,Local,08/01/2026,2600.0,3000.0,2800.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,08/01/2026,5400.0,6000.0,5700.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,08/01/2026,4000.0,4400.0,4200.0,2026-01-09T01:50:05.861050
Tamil Nadu,Ariyalur,Jeyankondam (Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,08/01/2026,3000.0,3400.0,3200.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Groundnut,Big (With Shell),Local,08/01/2026,5000.0,5800.0,5400.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Apple,American,Local,08/01/2026,15000.0,20000.0,17500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Orange,Darjeeling,Local,08/01/2026,6000.0,10000.0,8000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Pineapple,Pine Apple,Local,08/01/2026,5000.0,6000.0,5500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Ashgourd,Gouard,Local,08/01/2026,2200.0,2800.0,2500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,08/01/2026,2000.0,3000.0,2500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,08/01/2026,6000.0,6500.0,6250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Raddish,Raddish,Local,08/01/2026,2000.0,3000.0,2500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Custard Apple(Sharifa),Custard Apple(Sharifa),Local,08/01/2026,3500.0,4000.0,3750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,RSPuram(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,08/01/2026,6000.0,6500.0,6250.0,2026-01-09T01:50:05.861050
Maharashtra,Wardha,Sindi(Selu) APMC,Soyabean,Yellow,Non-FAQ,08/01/2026,3850.0,4860.0,4650.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Apple,American,Local,08/01/2026,15000.0,20000.0,17500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Onion,Bellary,Local,08/01/2026,3000.0,3200.0,3100.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Mousambi(Sweet Lime),Mousambi,Local,08/01/2026,5500.0,6000.0,5750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,08/01/2026,7000.0,7500.0,7250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Cabbage,Cabbage,Local,08/01/2026,3000.0,3200.0,3100.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,08/01/2026,2000.0,2500.0,2250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,08/01/2026,2500.0,3000.0,2750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Mango(Raw-Ripe),Mango - Raw-Ripe,Local,08/01/2026,8000.0,10000.0,9000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Knool Khol,Knool Khol,Local,08/01/2026,3500.0,4000.0,3750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Guava,Guava Alahabad,Local,08/01/2026,5500.0,6000.0,5750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Singanallur(Uzhavar Sandhai ) APMC,Elephant Yam(Suran)/Amorphophallus,Elephant Yam (Suran),Local,08/01/2026,3500.0,4000.0,3750.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Deesa APMC,Mustard,Other,FAQ,08/01/2026,5905.0,6450.0,6400.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Deesa APMC,Wheat,Other,FAQ,08/01/2026,2475.0,2725.0,2625.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Dhanera APMC,Bajra(Pearl Millet/Cumbu),Other,Local,08/01/2026,2705.0,3560.0,3235.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Dhanera APMC,Groundnut,Other,Local,08/01/2026,5625.0,7125.0,6385.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Dhanera APMC,Green Gram(Moong)(Whole),Other,Local,08/01/2026,6000.0,6000.0,6000.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Dhanera APMC,Mataki,Other,Local,08/01/2026,4850.0,4850.0,4850.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Dhanera APMC,Soanf,Soanf,Local,08/01/2026,7000.0,7000.0,7000.0,2026-01-09T01:50:05.861050
Gujarat,Bharuch,Bharuch APMC,Apple,Apple,Local,08/01/2026,2500.0,4000.0,3000.0,2026-01-09T01:50:05.861050
Gujarat,Bharuch,Bharuch APMC,Papaya,Other,Local,08/01/2026,1000.0,1300.0,1200.0,2026-01-09T01:50:05.861050
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,08/01/2026,1665.0,3330.0,2498.0,2026-01-09T01:50:05.861050
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Arhar(Tur/Red Gram)(Whole),Local,FAQ,08/01/2026,5975.0,6765.0,6370.0,2026-01-09T01:50:05.861050
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Onion,White,FAQ,08/01/2026,950.0,2000.0,1475.0,2026-01-09T01:50:05.861050
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Cummin Seed(Jeera),Other,FAQ,08/01/2026,4950.0,19225.0,12088.0,2026-01-09T01:50:05.861050
Gujarat,Bhavnagar,Mahuva(Station Road) APMC,Green Gram(Moong)(Whole),Local (Whole),FAQ,08/01/2026,4000.0,15725.0,9863.0,2026-01-09T01:50:05.861050
Gujarat,Mehsana,Unjha APMC,Soanf,Soanf,Local,08/01/2026,5500.0,25000.0,11250.0,2026-01-09T01:50:05.861050
Gujarat,Mehsana,Unjha APMC,Suva(Dill Seed),Suva (Dill Seed),Local,08/01/2026,8250.0,9525.0,9125.0,2026-01-09T01:50:05.861050
Gujarat,Mehsana,Visnagar APMC,Bajra(Pearl Millet/Cumbu),Other,Local,08/01/2026,1750.0,2500.0,2125.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Groundnut,Bold,FAQ,08/01/2026,5900.0,7250.0,6325.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Groundnut,G20,FAQ,08/01/2026,5700.0,7050.0,6200.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Mustard,Mustard,FAQ,08/01/2026,5100.0,6350.0,6200.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),FAQ,08/01/2026,4800.0,7525.0,6350.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,08/01/2026,4400.0,7650.0,6400.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Green Gram(Moong)(Whole),Green (Whole),FAQ,08/01/2026,5500.0,10000.0,6250.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Bengal Gram(Gram)(Whole),Desi (Whole),FAQ,08/01/2026,4800.0,5615.0,5425.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Corriander seed,"A-1, Green",FAQ,08/01/2026,6500.0,10100.0,8765.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Dry Chillies,Dry Chillies,FAQ,08/01/2026,8500.0,20650.0,17125.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot APMC,Garlic,Garlic,FAQ,08/01/2026,5300.0,7625.0,7050.0,2026-01-09T01:50:05.861050
Chattisgarh,Balod,Dondi APMC,Paddy(Common),I.R. 36,Non-FAQ,08/01/2026,1800.0,1850.0,1835.0,2026-01-09T01:50:05.861050
Odisha,Cuttack,Banki APMC,Cowpea(Veg),Cowpea (Veg),Medium,08/01/2026,4000.0,5000.0,4500.0,2026-01-09T01:50:05.861050
Odisha,Cuttack,Banki APMC,Papaya(Raw),Other,Local,08/01/2026,1500.0,2000.0,1800.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Coriander(Leaves),Coriander,FAQ,08/01/2026,770.0,1105.0,935.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Lemon,Lemon,FAQ,08/01/2026,1555.0,3035.0,2295.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Rajkot(Veg.Sub Yard) APMC,Ginger(Green),Green Ginger,FAQ,08/01/2026,4590.0,5530.0,5060.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Kangra,PMY Kangra,Guava,Guava,Medium,08/01/2026,4500.0,5500.0,5000.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Kangra,PMY Kangra,Potato,Potato,FAQ,08/01/2026,1000.0,1500.0,1200.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Kangra,PMY Kangra,Cucumbar(Kheera),Cucumbar,FAQ,08/01/2026,2200.0,2500.0,2300.0,2026-01-09T01:50:05.861050
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Spinach,Spinach,Medium,08/01/2026,800.0,1000.0,1000.0,2026-01-09T01:50:05.861050
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Raddish,Raddish,Medium,08/01/2026,500.0,700.0,600.0,2026-01-09T01:50:05.861050
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Methi(Leaves),Methi,Medium,08/01/2026,800.0,1000.0,1000.0,2026-01-09T01:50:05.861050
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Peas Wet,Peas Wet,Medium,08/01/2026,1500.0,2000.0,2000.0,2026-01-09T01:50:05.861050
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Ginger(Green),Green Ginger,Medium,08/01/2026,4000.0,6000.0,5000.0,2026-01-09T01:50:05.861050
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Tinda,Tinda,Medium,08/01/2026,800.0,1000.0,1000.0,2026-01-09T01:50:05.861050
Haryana,Mahendragarh-Narnaul,Narnaul APMC,Potato,Potato,Medium,08/01/2026,700.0,800.0,800.0,2026-01-09T01:50:05.861050
Chattisgarh,Bilaspur,Tiphra APMC,Onion,Local,Non-FAQ,08/01/2026,1700.0,2000.0,1800.0,2026-01-09T01:50:05.861050
Chattisgarh,Kondagaon,Pharasgaon APMC,Maize,Hybrid,Non-FAQ,08/01/2026,1600.0,1700.0,1650.0,2026-01-09T01:50:05.861050
Chattisgarh,Kondagaon,Chhinari APMC,Maize,Hybrid,Non-FAQ,08/01/2026,1600.0,1700.0,1650.0,2026-01-09T01:50:05.861050
Gujarat,Surendranagar,Chotila APMC,Cotton,Shanker 6 (B) 30mm FIne,FAQ,08/01/2026,6500.0,7850.0,7250.0,2026-01-09T01:50:05.861050
Gujarat,Surendranagar,Chotila APMC,Soyabean,Soyabeen,FAQ,08/01/2026,4000.0,4500.0,4250.0,2026-01-09T01:50:05.861050
Andhra Pradesh,Guntur,Guntur APMC,Dry Chillies,Red New,FAQ,08/01/2026,11500.0,20500.0,17000.0,2026-01-09T01:50:05.861050
Haryana,Jind,Narwana APMC,Cauliflower,Cauliflower,Local,08/01/2026,500.0,500.0,500.0,2026-01-09T01:50:05.861050
Haryana,Jind,Narwana APMC,Potato,Potato,Non-FAQ,08/01/2026,700.0,700.0,700.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sonbhadra,Dudhi APMC,Cauliflower,Cauliflower,Local,08/01/2026,1600.0,1800.0,1700.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Lalganj APMC,Tomato,Hybrid,FAQ,08/01/2026,2800.0,3000.0,2900.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Lalganj APMC,Onion,Red,FAQ,08/01/2026,1100.0,1300.0,1200.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Lalganj APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,900.0,1100.0,1000.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Badaun,Islam Nagar APMC,Potato,Other,Medium,08/01/2026,850.0,850.0,850.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jalaun (Orai),Madhogarh APMC,Wheat,Dara,Local,08/01/2026,2475.0,2510.0,2500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Bhindi(Ladies Finger),Bhindi,Local,08/01/2026,4500.0,5500.0,5000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Banana - Green,Banana - Green,Local,08/01/2026,3000.0,3500.0,3250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Ginger(Green),Green Ginger,Local,08/01/2026,5000.0,7000.0,6000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Chow Chow,Chow Chow,Local,08/01/2026,2500.0,3000.0,2750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Drumstick,Drumstick,Local,08/01/2026,15000.0,18000.0,16500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Pollachi(Uzhavar Sandhai ) APMC,Amla(Nelli Kai),Amla,Local,08/01/2026,7000.0,8000.0,7500.0,2026-01-09T01:50:05.861050
Punjab,Patiala,Nabha APMC,Apple,Other,Grade B,08/01/2026,6000.0,10800.0,7300.0,2026-01-09T01:50:05.861050
Punjab,Patiala,Nabha APMC,Cauliflower,Other,Grade C,08/01/2026,300.0,700.0,500.0,2026-01-09T01:50:05.861050
Punjab,Patiala,Nabha APMC,Capsicum,Other,Grade C,08/01/2026,2500.0,3500.0,3000.0,2026-01-09T01:50:05.861050
Punjab,Patiala,Nabha APMC,Cucumbar(Kheera),Other,Grade C,08/01/2026,1300.0,2300.0,1800.0,2026-01-09T01:50:05.861050
Punjab,Patiala,Nabha APMC,Onion,Other,Grade C,08/01/2026,1200.0,2000.0,1600.0,2026-01-09T01:50:05.861050
Punjab,Patiala,Nabha APMC,Peas cod,Other,Grade C,08/01/2026,1400.0,2200.0,1700.0,2026-01-09T01:50:05.861050
Chattisgarh,Kanker,Dudhawa APMC,Paddy(Common),I.R. 64,Non-FAQ,08/01/2026,2100.0,2100.0,2100.0,2026-01-09T01:50:05.861050
Chattisgarh,Kanker,Narharpur APMC,Paddy(Common),I.R. 64,Non-FAQ,08/01/2026,1920.0,1920.0,1920.0,2026-01-09T01:50:05.861050
Chattisgarh,Kanker,Korar APMC,Paddy(Common),I.R. 64,Non-FAQ,08/01/2026,2000.0,2000.0,2000.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Lucknow,Banthara APMC,Paddy(Common),Other,FAQ,08/01/2026,2376.0,2396.0,2386.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Lucknow,Banthara APMC,Rice,Other,FAQ,08/01/2026,2548.0,2568.0,2558.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Salon APMC,Wheat,Dara,FAQ,08/01/2026,2510.0,2520.0,2515.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Una,PMY Una,Guava,Guava,Grade B,08/01/2026,5000.0,7000.0,6000.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Una,PMY Una,Chikoos(Sapota),Sapota,Grade B,08/01/2026,6000.0,6500.0,6250.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Una,PMY Una,Papaya,Other,Grade B,08/01/2026,3800.0,4000.0,3900.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Una,PMY Una,Elephant Yam(Suran)/Amorphophallus,Other,FAQ,08/01/2026,4500.0,5500.0,5000.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Una,PMY Una,Season Leaves,Other,Local,08/01/2026,1200.0,1800.0,1500.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Una,PMY Una,Turnip,Turnip,Local,08/01/2026,500.0,1000.0,800.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Shahjahanpur,Jalalabad APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,700.0,800.0,750.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Shamli,Kairana APMC,Brinjal,Round/Long,FAQ,08/01/2026,900.0,1000.0,950.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Shamli,Kairana APMC,Garlic,Garlic,FAQ,08/01/2026,6000.0,6100.0,6050.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Shamli,Kairana APMC,Raddish,Raddish,FAQ,08/01/2026,800.0,900.0,850.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Shamli,Kairana APMC,Tomato,Tomato,FAQ,08/01/2026,2900.0,3000.0,2950.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Wheat,Dara,FAQ,08/01/2026,2480.0,2580.0,2530.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Papaya,Papaya,Grade C,08/01/2026,2410.0,2510.0,2465.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Pomegranate,Other,Grade B,08/01/2026,7240.0,7320.0,7280.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Khiri (Lakhimpur),Mohammdi APMC,Gur(Jaggery),Other,FAQ,08/01/2026,3680.0,3770.0,3720.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Groundnut,Big (With Shell),Local,08/01/2026,7000.0,8000.0,7500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Potato,Red Nanital,Local,08/01/2026,4000.0,4400.0,4200.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Chikoos(Sapota),Sapota,Local,08/01/2026,4500.0,5000.0,4750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,08/01/2026,5500.0,6000.0,5750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Mettupalayam(Uzhavar Sandhai ) APMC,Cucumbar(Kheera),Cucumbar,Local,08/01/2026,1500.0,2000.0,1750.0,2026-01-09T01:50:05.861050
